doc_id,page,block_type,section,text
dsi2566.pdf,4,paragraph,1.7 ค่าใช้จ่ายตลอดหลักสูตร," นักศึกษาไทย   388,215   บาท"
dsi2566.pdf,4,paragraph,1.7 ค่าใช้จ่ายตลอดหลักสูตร," นักศึกษาต่างชาติ   388,215   บาท"
dsi2566.pdf,5,paragraph,1.7 ค่าใช้จ่ายตลอดหลักสูตร,หมวดที่ 2 คุณสมบัติผู้เข้าศึกษา
dsi2566.pdf,5,heading,2.1 การรับเข้าศึกษา,2.1 การรับเข้าศึกษา
dsi2566.pdf,5,paragraph,2.1 การรับเข้าศึกษา, รับเฉพาะนักศึกษาไทย
dsi2566.pdf,5,paragraph,2.1 การรับเข้าศึกษา, รับทั้งนักศึกษาไทยและนักศึกษาต่างชาติ ที่สามารถใช้ภาษาไทยได้ดี
dsi2566.pdf,5,paragraph,2.1 การรับเข้าศึกษา, รับทั้งนักศึกษาไทยและนักศึกษาต่างชาติ
dsi2566.pdf,5,heading,2.2 คุณสมบัติของผู้เข้าศึกษา,2.2 คุณสมบัติของผู้เข้าศึกษา
dsi2566.pdf,5,paragraph,2.2 คุณสมบัติของผู้เข้าศึกษา,คุณสมบัติของผู้เข้าศึกษาต้องเป็นไปตามข้อบังคับมหาวิทยาลัยธรรมศาสตร์ ว่าด้วยการศึกษาชั้นปริญญาตรี
dsi2566.pdf,5,paragraph,2.2 คุณสมบัติของผู้เข้าศึกษา,พ.ศ.2561 ข้อ 14
dsi2566.pdf,5,paragraph,2.2 คุณสมบัติของผู้เข้าศึกษา,การคัดเลือกผู้เข้าศึกษา
dsi2566.pdf,5,paragraph,2.2 คุณสมบัติของผู้เข้าศึกษา,การคัดเลือกผู้เข้าศึกษาให้เป็นไปตามระเบียบคัดเลือกเพื่อเข้าศึกษาในสถาบันการศึกษาขั้นอุดมศึกษาของส่วน
dsi2566.pdf,5,paragraph,2.2 คุณสมบัติของผู้เข้าศึกษา,ราชการ หรือหน่วยงานอื่นดำเนินการตามการมอบหมายของมหาวิทยาลัย  หรือตามข้อตกลง หรือการคัดเลือกตาม
dsi2566.pdf,5,paragraph,2.2 คุณสมบัติของผู้เข้าศึกษา,วิธีการที่มหาวิทยาลัยกำหนดโดยความเห็นชอบของสภามหาวิทยาลัย และออกเป็นประกาศมหาวิทยาลัย
dsi2566.pdf,5,heading,2.3 แผนการรับนักศึกษาและผู้สำเร็จการศึกษาในระยะ 5 ปี,2.3 แผนการรับนักศึกษาและผู้สำเร็จการศึกษาในระยะ 5 ปี
dsi2566.pdf,5,paragraph,2.3 แผนการรับนักศึกษาและผู้สำเร็จการศึกษาในระยะ 5 ปี,ในแต่ละปีการศึกษาจะรับนักศึกษาปีละ 50 คน
dsi2566.pdf,5,paragraph,2.3 แผนการรับนักศึกษาและผู้สำเร็จการศึกษาในระยะ 5 ปี,จำนวนนักศึกษา
dsi2566.pdf,5,paragraph,2.3 แผนการรับนักศึกษาและผู้สำเร็จการศึกษาในระยะ 5 ปี,(ระบุทุกชั้นปีตามหลักสูตร)
dsi2566.pdf,5,paragraph,2.3 แผนการรับนักศึกษาและผู้สำเร็จการศึกษาในระยะ 5 ปี,จำนวนนักศึกษาแต่ละปีการศึกษา
dsi2566.pdf,5,paragraph,2.3 แผนการรับนักศึกษาและผู้สำเร็จการศึกษาในระยะ 5 ปี,2566 2567 2568 2569 2570
dsi2566.pdf,5,paragraph,2.3 แผนการรับนักศึกษาและผู้สำเร็จการศึกษาในระยะ 5 ปี,ชั้นปีที่ 1 50 50 50 50 50
dsi2566.pdf,5,paragraph,2.3 แผนการรับนักศึกษาและผู้สำเร็จการศึกษาในระยะ 5 ปี,ชั้นปีที่ 2 - 50 50 50 50
dsi2566.pdf,5,paragraph,2.3 แผนการรับนักศึกษาและผู้สำเร็จการศึกษาในระยะ 5 ปี,ชั้นปีที่ 3 - - 50 50 50
dsi2566.pdf,5,paragraph,2.3 แผนการรับนักศึกษาและผู้สำเร็จการศึกษาในระยะ 5 ปี,ชั้นปีที่ 4 - - - 50 50
dsi2566.pdf,5,paragraph,2.3 แผนการรับนักศึกษาและผู้สำเร็จการศึกษาในระยะ 5 ปี,รวม 50 100 150 200 200
dsi2566.pdf,5,paragraph,2.3 แผนการรับนักศึกษาและผู้สำเร็จการศึกษาในระยะ 5 ปี,คาดว่าจะจบการศึกษา - - - 50 50
dsi2566.pdf,6,paragraph,2.3 แผนการรับนักศึกษาและผู้สำเร็จการศึกษาในระยะ 5 ปี,หมวดที่ 3 ปรัชญา วัตถุประสงค์ และผลลัพธ์การเรียนรู้ของหลักสูตร
dsi2566.pdf,6,heading,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,มหาวิทยาลัย
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,ในศตวรรษที่ 21 โลกมีความก้าวหน้าของเทคโนโลยีดิจิทัลอย่างก้าวกระโดด  ทำให้มีการผลิตข้อมูลข่าวสาร
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,ในปริมาณมหาศาลในทุกวินาที  เช่น ข้อมูลจากสื่อสังคม ( Social Media) หรือข้อมูลจากอุปกรณ์เซ็นเซอร์ต่าง ๆ
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,ทำให้เราก้าวสู่ยุคข้อมูลขนาดใหญ่  (Big Data) และทุกภาคส่วนมีความตื่นตัวอย่างมากในการนำข้อมูลเหล่านั้นมา
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,ประมวลผลเพื่อสร้างสารสนเทศ (Information) สำหรับประกอบการตัดสินใจ เพื่อสร้างความได้เปรียบในการแข่งขัน
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,(Competitive Advantage) ดังจะเห็นได้จากการที่หลายประเทศได้ประกาศให้  การวิเคราะห์ข้อมูลขนาดใหญ่
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,(Big Data Analytics) และเทคโนโลยีปัญญาประดิษฐ์  (AI) ซึ่งเป็นเครื่องมือสำคัญในการวิเคราะห์  Big Data
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,เป็นยุทธศาสตร์ระดับชาติไปแล้ว  สำหรับประเทศไทย ได้กำหนดนโยบายประเทศไทย  4.0 ขึ้นเพื่อขับเคลื่อนประเทศ
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,สู่ความมั่งคั่ง (Engines of Growth) ด้วย 3 กลไกหลัก ได้แก่
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,(1) กลไกการขับเคลื่อนด้วยนวัตกรรม
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,(2) กลไกการขับเคลื่อนด้วยการสร้างการมีส่วนร่วม
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,(3) กลไกการขับเคลื่อนที่เป็นมิตรต่อสิ่งแวดล้อม
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,โดยโมเดลประเทศไทย  4.0 นี้ นำไปสู่การทำแผนพัฒนาต่าง  ๆ ของประเทศ  เช่น แผนพัฒนาเศรษฐกิจ
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,และสังคมแห่งชาติ  ฉบับที่ 13 (พ.ศ. 2566-2570) ซึ่งได้มีการกำหนดหมุดหมายที่เกี่ยวข้องกับเทคโนโลยีดิจิทัล คือ
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,“ไทยมีกำลังคนสมรรถนะสูง มุ่งเรียนรู้อย่างต่อเนื่อง ตอบโจทย์การพัฒนาแห่งอนาคต”  โดยมีเป้าหมายสำคัญคือ
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,“การพัฒนาคนสำหรับโลกยุคใหม่ โดยคนทุกช่วงวัยได้รับการพัฒนาในทุกมิติ การพัฒนากำลังคนสมรรถนะสูง
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,สอดคล้องกับความต้องการของภาคการผลิตเป้าหมาย สามารถสร้างงานอนาคต และสร้างผู้ประกอบการ
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,อัจฉริยะที่มีความสามารถในการสร้างและใช้เทคโนโลยีและนวัตกรรม”  และ แผนยุทธศาสตร์การพัฒนา
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,อุตสาหกรรมไทย  4.0 ระยะ 20 ปี (พ.ศ. 2560-2579) จัดทำภายใต้วิสัยทัศน์  “มุ่งสู่อุตสาหกรรมที่ขับเคลื่อนด้วย
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,ปัญญาและเชื่อมโยงกับเศรษฐกิจโลก ” โดยส่งเสริมให้ผู้ประกอบการขับเคลื่อนธุรกิจด้วยนวัตกรรม  (Innovation
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,Driven Entrepreneurship) นอกจากนี้ยังได้มีแผนเสริ มสร้างความแข็งแกร่งให้กับอุตสาหกรรมอนาคต  (New
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,S-Curve) ซึ่งประกอบด้วย อุตสาหกรรมหุ่นยนต์  อุตสาหกรรมการบินและโลจิสติกส์  อุตสาหกรรมเชื้อเพลิงชีวภาพ
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,และเคมีชีวภาพ อุตสาหกรรมดิจิทัล และอุตสาหกรรมการแพทย์ครบวงจร
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,นอกจากนี้ แผนพัฒนาดิจิทัลเพื่อเศรษฐกิจและสังคมปี พ.ศ. 2559 ได้มุ่งเน้นในการพัฒนากำลังคนทางด้าน
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,เทคโนโลยีดิจิทัล  และมีความคิดสร้างสรรค์ในการสร้างนวัตกรรม  โครงการเมืองอัจฉริยะ  (Smart City) ถือเป็น
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,โครงการที่กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคมต้องการให้เกิดขึ้นในประเทศไทยด้วยเป้าหมายที่จะพัฒนาคน
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,ให้กลายเป็นพลังขับเคลื่อนดิจิทัลที่สำคัญของประเทศ
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,ในส่วนของยุทธศาสตร์มหาวิทยาลัย ตามแผนยุทธศาสตร์ มหาวิทยาลัยธรรมศาสตร์ ฉบับที่ 13 (พ.ศ. 2565-
dsi2566.pdf,6,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,2570) มีประเด็นยุทธศาสตร์ ที่เกี่ยวข้องกับเทคโนโลยีดิจิทัล คือ “ยุทธศาสตร์  1 พัฒนากําลังคนแห่ งอนาคต
dsi2566.pdf,7,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,(Future Workforce)” โดยมีเป้าหมายสำคัญ  คือ การผลักดันให้มหาวิทยาลัยธรรมศาสตร์เป็นสถาบันวิชาการ
dsi2566.pdf,7,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,ที่สร้างพลังการทำงานในอนาคตให้ กับประเทศ ตอบโจทย์ อาชีพใหม่ ๆ ที่ท้ าทายในโลกอนาคต อย่างเช่น
dsi2566.pdf,7,paragraph,3.1 ความสอดคล้องของหลักสูตรกับทิศทางนโยบายและยุทธศาสตร์การพัฒนาก ำลังคน  และยุทธศาส ตร์,นักวิทยาศาสตร์ข้อมูล นักวิเคราะห์ข้อมูล และวิศวกรข้อมูล เป็นต้น
dsi2566.pdf,7,heading,3.2 ปรัชญา,3.2 ปรัชญา
dsi2566.pdf,7,paragraph,3.2 ปรัชญา,มุ่งส่งเสริมการเรียนรู้  และผลิตบัณฑิตทางด้านวิทยาศาสตร์และนวัตกรรมข้อมูลที่มีความรู้ความสามารถ
dsi2566.pdf,7,paragraph,3.2 ปรัชญา,ทางวิชาการ ทั้งภาคทฤษฎีและภาคปฏิบัติ ซึ่งหลักสูตรจัดการศึกษาแบบบูรณาการกับการทำงาน ( Work Integrated
dsi2566.pdf,7,paragraph,3.2 ปรัชญา,Learning) ร่วมกับภาคอุตสาหกรรมที่เป็นพันธมิตรกับหลักสูตร โดยบูรณาการศาสตร์ความรู้ ทั้ง 4 ศาสตร์วิชา ได้แก่
dsi2566.pdf,7,paragraph,3.2 ปรัชญา,คณิตศาสตร์ สถิติ คอมพิวเตอร์ และนวัตกรรมธุรกิจ เพื่อประยุกต์ใช้ในการวิเคราะห์ข้อมูล ที่ประกอบด้วย
dsi2566.pdf,7,paragraph,3.2 ปรัชญา,การออกแบบ  การ วางแผน  การ วิเคราะห์  การ สรุปผล  และการนำเสนอ  สำหรับใช้พยากรณ์และตัดสินใจใน
dsi2566.pdf,7,paragraph,3.2 ปรัชญา,สถานการณ์ต่าง ๆ ได้ตามสภาพความเป็นจริงเพื่อแก้ปัญหาและพัฒนาองค์กร พร้อมทั้งมีทักษะทางสังคมที่ส่งเสริม
dsi2566.pdf,7,paragraph,3.2 ปรัชญา,ศักยภาพในการพัฒนาระบบงานต่าง  ๆ ที่สอดคล้องกับนโยบายในการพัฒนาประเทศได้อย่างกว้าง ขวาง  รวมถึงการ
